text,entities
"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning",[]
"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","[{'start': 97, 'end': 104, 'label': 'SKILL'}]"
"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation",[]
"Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting",[]
"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",[]
"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",[]
"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution",[]
"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration","[{'start': 39, 'end': 40, 'label': 'SKILL'}, {'start': 51, 'end': 64, 'label': 'SKILL'}, {'start': 136, 'end': 137, 'label': 'SKILL'}, {'start': 165, 'end': 166, 'label': 'SKILL'}]"
"Responsible for developing and optimizing advanced IT solutions. Works with Routing & Switching, Google Cloud, Agile, Reinforcement Learning, Risk Assessment to ensure innovation, security, and efficiency. Expected to have experience in C#, SIEM, Terraform, SCRUM.","[{'start': 76, 'end': 95, 'label': 'SKILL'}, {'start': 97, 'end': 109, 'label': 'SKILL'}, {'start': 111, 'end': 116, 'label': 'SKILL'}, {'start': 118, 'end': 140, 'label': 'SKILL'}, {'start': 142, 'end': 157, 'label': 'SKILL'}, {'start': 237, 'end': 239, 'label': 'SKILL'}, {'start': 241, 'end': 245, 'label': 'SKILL'}, {'start': 247, 'end': 256, 'label': 'SKILL'}, {'start': 258, 'end': 263, 'label': 'SKILL'}]"
"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution","[{'start': 153, 'end': 166, 'label': 'SKILL'}]"
"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",[]
"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","[{'start': 23, 'end': 24, 'label': 'SKILL'}, {'start': 30, 'end': 31, 'label': 'SKILL'}, {'start': 81, 'end': 82, 'label': 'SKILL'}, {'start': 84, 'end': 85, 'label': 'SKILL'}, {'start': 112, 'end': 113, 'label': 'SKILL'}, {'start': 115, 'end': 116, 'label': 'SKILL'}, {'start': 120, 'end': 121, 'label': 'SKILL'}, {'start': 164, 'end': 165, 'label': 'SKILL'}, {'start': 176, 'end': 177, 'label': 'SKILL'}]"
"Responsible for designing and developing innovative IT solutions. Works with Microservices, Encryption, Cisco Networking, Python, Ansible to ensure efficiency, security, and performance. Expected to have experience in Go, Wireless Security, Terraform, Data Visualization, SCRUM.","[{'start': 77, 'end': 90, 'label': 'SKILL'}, {'start': 92, 'end': 102, 'label': 'SKILL'}, {'start': 104, 'end': 120, 'label': 'SKILL'}, {'start': 122, 'end': 128, 'label': 'SKILL'}, {'start': 130, 'end': 137, 'label': 'SKILL'}, {'start': 218, 'end': 220, 'label': 'SKILL'}, {'start': 222, 'end': 239, 'label': 'SKILL'}, {'start': 241, 'end': 250, 'label': 'SKILL'}, {'start': 252, 'end': 270, 'label': 'SKILL'}, {'start': 272, 'end': 277, 'label': 'SKILL'}]"
"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




",[]
"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",[]
"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",[]
"Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting","[{'start': 131, 'end': 139, 'label': 'SKILL'}, {'start': 159, 'end': 162, 'label': 'SKILL'}, {'start': 166, 'end': 169, 'label': 'SKILL'}]"
"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",[]
"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation","[{'start': 126, 'end': 139, 'label': 'SKILL'}]"
"Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting","[{'start': 30, 'end': 33, 'label': 'SKILL'}, {'start': 218, 'end': 221, 'label': 'SKILL'}, {'start': 260, 'end': 263, 'label': 'SKILL'}]"
"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration","[{'start': 51, 'end': 64, 'label': 'SKILL'}]"
"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",[]
"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning",[]
"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation",[]
"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution",[]
"Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting",[]
"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",[]
"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws",[]
"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","[{'start': 2, 'end': 3, 'label': 'SKILL'}, {'start': 79, 'end': 80, 'label': 'SKILL'}, {'start': 88, 'end': 89, 'label': 'SKILL'}, {'start': 96, 'end': 97, 'label': 'SKILL'}, {'start': 129, 'end': 130, 'label': 'SKILL'}, {'start': 148, 'end': 149, 'label': 'SKILL'}, {'start': 159, 'end': 160, 'label': 'SKILL'}, {'start': 166, 'end': 167, 'label': 'SKILL'}, {'start': 178, 'end': 179, 'label': 'SKILL'}]"
"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution",[]
"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",[]
"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","[{'start': 51, 'end': 60, 'label': 'SKILL'}]"
"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",[]
"Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits",[]
"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",[]
"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation",[]
"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","[{'start': 0, 'end': 16, 'label': 'SKILL'}]"
"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","[{'start': 11, 'end': 12, 'label': 'SKILL'}, {'start': 52, 'end': 53, 'label': 'SKILL'}, {'start': 68, 'end': 69, 'label': 'SKILL'}, {'start': 94, 'end': 95, 'label': 'SKILL'}, {'start': 104, 'end': 105, 'label': 'SKILL'}, {'start': 110, 'end': 111, 'label': 'SKILL'}, {'start': 142, 'end': 143, 'label': 'SKILL'}, {'start': 151, 'end': 152, 'label': 'SKILL'}, {'start': 177, 'end': 178, 'label': 'SKILL'}, {'start': 196, 'end': 197, 'label': 'SKILL'}]"
"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",[]
"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","[{'start': 148, 'end': 150, 'label': 'SKILL'}]"
"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks","[{'start': 137, 'end': 150, 'label': 'SKILL'}]"
"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance",[]
"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","[{'start': 26, 'end': 27, 'label': 'SKILL'}, {'start': 40, 'end': 41, 'label': 'SKILL'}, {'start': 47, 'end': 48, 'label': 'SKILL'}, {'start': 48, 'end': 49, 'label': 'SKILL'}, {'start': 78, 'end': 79, 'label': 'SKILL'}, {'start': 86, 'end': 87, 'label': 'SKILL'}]"
"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","[{'start': 54, 'end': 55, 'label': 'SKILL'}, {'start': 144, 'end': 145, 'label': 'SKILL'}, {'start': 182, 'end': 183, 'label': 'SKILL'}]"
"Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting","[{'start': 72, 'end': 73, 'label': 'SKILL'}, {'start': 111, 'end': 112, 'label': 'SKILL'}, {'start': 149, 'end': 150, 'label': 'SKILL'}, {'start': 154, 'end': 155, 'label': 'SKILL'}, {'start': 208, 'end': 209, 'label': 'SKILL'}, {'start': 229, 'end': 230, 'label': 'SKILL'}, {'start': 276, 'end': 277, 'label': 'SKILL'}]"
"Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability",[]
"Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication","[{'start': 17, 'end': 24, 'label': 'SKILL'}, {'start': 42, 'end': 50, 'label': 'SKILL'}, {'start': 52, 'end': 55, 'label': 'SKILL'}]"
"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution",[]
"Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication",[]
"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",[]
"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning",[]
"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",[]
"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




",[]
"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",[]
"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",[]
"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance","[{'start': 7, 'end': 8, 'label': 'SKILL'}, {'start': 23, 'end': 24, 'label': 'SKILL'}, {'start': 38, 'end': 39, 'label': 'SKILL'}, {'start': 42, 'end': 43, 'label': 'SKILL'}, {'start': 46, 'end': 47, 'label': 'SKILL'}, {'start': 50, 'end': 51, 'label': 'SKILL'}]"
"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",[]
"Responsible for developing, optimizing, and securing IT systems. Works with TCP/IP, Wireless Security, Swift, Firewalls, SIEM to enhance system performance and reliability. Expected to have experience in Python, Version Control.","[{'start': 76, 'end': 82, 'label': 'SKILL'}, {'start': 84, 'end': 101, 'label': 'SKILL'}, {'start': 103, 'end': 108, 'label': 'SKILL'}, {'start': 110, 'end': 119, 'label': 'SKILL'}, {'start': 121, 'end': 125, 'label': 'SKILL'}, {'start': 204, 'end': 210, 'label': 'SKILL'}, {'start': 212, 'end': 227, 'label': 'SKILL'}]"
"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification",[]
"Responsible for developing and optimizing advanced IT solutions. Works with TensorFlow, Network Monitoring, SQL, Rust, Routing & Switching to ensure innovation, security, and efficiency. Expected to have experience in Go, SIEM, C++, Terraform, Scikit-learn.","[{'start': 76, 'end': 86, 'label': 'SKILL'}, {'start': 88, 'end': 106, 'label': 'SKILL'}, {'start': 108, 'end': 111, 'label': 'SKILL'}, {'start': 113, 'end': 117, 'label': 'SKILL'}, {'start': 119, 'end': 138, 'label': 'SKILL'}, {'start': 218, 'end': 220, 'label': 'SKILL'}, {'start': 222, 'end': 226, 'label': 'SKILL'}, {'start': 228, 'end': 231, 'label': 'SKILL'}, {'start': 233, 'end': 242, 'label': 'SKILL'}, {'start': 244, 'end': 256, 'label': 'SKILL'}]"
"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",[]
"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation","[{'start': 43, 'end': 56, 'label': 'SKILL'}, {'start': 57, 'end': 60, 'label': 'SKILL'}, {'start': 64, 'end': 66, 'label': 'SKILL'}, {'start': 87, 'end': 89, 'label': 'SKILL'}]"
"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation",[]
"Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration","[{'start': 15, 'end': 28, 'label': 'SKILL'}]"
"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation",[]
"Responsible for developing and optimizing advanced IT solutions. Works with Penetration Testing, REST APIs, Kotlin, C#, Risk Assessment to ensure innovation, security, and efficiency. Expected to have experience in SIEM, Go, Docker, Version Control.","[{'start': 76, 'end': 95, 'label': 'SKILL'}, {'start': 97, 'end': 106, 'label': 'SKILL'}, {'start': 108, 'end': 114, 'label': 'SKILL'}, {'start': 116, 'end': 118, 'label': 'SKILL'}, {'start': 120, 'end': 135, 'label': 'SKILL'}, {'start': 215, 'end': 219, 'label': 'SKILL'}, {'start': 221, 'end': 223, 'label': 'SKILL'}, {'start': 225, 'end': 231, 'label': 'SKILL'}, {'start': 233, 'end': 248, 'label': 'SKILL'}]"
"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution","[{'start': 0, 'end': 1, 'label': 'SKILL'}, {'start': 2, 'end': 3, 'label': 'SKILL'}, {'start': 3, 'end': 4, 'label': 'SKILL'}, {'start': 12, 'end': 13, 'label': 'SKILL'}, {'start': 15, 'end': 16, 'label': 'SKILL'}, {'start': 52, 'end': 53, 'label': 'SKILL'}, {'start': 58, 'end': 59, 'label': 'SKILL'}, {'start': 59, 'end': 60, 'label': 'SKILL'}, {'start': 63, 'end': 64, 'label': 'SKILL'}, {'start': 77, 'end': 78, 'label': 'SKILL'}, {'start': 90, 'end': 91, 'label': 'SKILL'}, {'start': 93, 'end': 94, 'label': 'SKILL'}, {'start': 97, 'end': 98, 'label': 'SKILL'}, {'start': 112, 'end': 113, 'label': 'SKILL'}, {'start': 134, 'end': 135, 'label': 'SKILL'}, {'start': 138, 'end': 139, 'label': 'SKILL'}, {'start': 141, 'end': 142, 'label': 'SKILL'}, {'start': 155, 'end': 156, 'label': 'SKILL'}, {'start': 173, 'end': 174, 'label': 'SKILL'}, {'start': 176, 'end': 177, 'label': 'SKILL'}, {'start': 194, 'end': 195, 'label': 'SKILL'}]"
"Responsible for designing and developing innovative IT solutions. Works with Ruby, SQL, Python, Google Cloud, Ansible to ensure efficiency, security, and performance. Expected to have experience in Deep Learning, Risk Assessment, Terraform, Docker.","[{'start': 77, 'end': 81, 'label': 'SKILL'}, {'start': 83, 'end': 86, 'label': 'SKILL'}, {'start': 88, 'end': 94, 'label': 'SKILL'}, {'start': 96, 'end': 108, 'label': 'SKILL'}, {'start': 110, 'end': 117, 'label': 'SKILL'}, {'start': 198, 'end': 211, 'label': 'SKILL'}, {'start': 213, 'end': 228, 'label': 'SKILL'}, {'start': 230, 'end': 239, 'label': 'SKILL'}, {'start': 241, 'end': 247, 'label': 'SKILL'}]"
"Responsible for developing, optimizing, and securing IT systems. Works with Azure, Risk Assessment, ETL, PyTorch, MLOps to enhance system performance and reliability. Expected to have experience in Python, Go, Rust, NoSQL.","[{'start': 76, 'end': 81, 'label': 'SKILL'}, {'start': 83, 'end': 98, 'label': 'SKILL'}, {'start': 100, 'end': 103, 'label': 'SKILL'}, {'start': 105, 'end': 112, 'label': 'SKILL'}, {'start': 114, 'end': 119, 'label': 'SKILL'}, {'start': 198, 'end': 204, 'label': 'SKILL'}, {'start': 206, 'end': 208, 'label': 'SKILL'}, {'start': 210, 'end': 214, 'label': 'SKILL'}, {'start': 216, 'end': 221, 'label': 'SKILL'}]"
"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking",[]
"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",[]
"Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting",[]
"Responsible for designing, developing, and maintaining solutions. Works with TCP/IP, Agile, C#, ETL, Network Security to improve system efficiency and functionality. Expected to have experience in Scikit-learn, SIEM, Kubernetes, Terraform, BigQuery.","[{'start': 77, 'end': 83, 'label': 'SKILL'}, {'start': 85, 'end': 90, 'label': 'SKILL'}, {'start': 92, 'end': 94, 'label': 'SKILL'}, {'start': 96, 'end': 99, 'label': 'SKILL'}, {'start': 101, 'end': 117, 'label': 'SKILL'}, {'start': 197, 'end': 209, 'label': 'SKILL'}, {'start': 211, 'end': 215, 'label': 'SKILL'}, {'start': 217, 'end': 227, 'label': 'SKILL'}, {'start': 229, 'end': 238, 'label': 'SKILL'}, {'start': 240, 'end': 248, 'label': 'SKILL'}]"
"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution",[]
"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution",[]
"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","[{'start': 61, 'end': 64, 'label': 'SKILL'}, {'start': 163, 'end': 170, 'label': 'SKILL'}]"
"Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits",[]
"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration","[{'start': 51, 'end': 64, 'label': 'SKILL'}]"
"Responsible for designing and developing innovative IT solutions. Works with AWS, MLOps, BigQuery, Routing & Switching, Kotlin to ensure efficiency, security, and performance. Expected to have experience in PyTorch, Deep Learning, ETL, Firewalls, NoSQL.","[{'start': 77, 'end': 80, 'label': 'SKILL'}, {'start': 82, 'end': 87, 'label': 'SKILL'}, {'start': 89, 'end': 97, 'label': 'SKILL'}, {'start': 99, 'end': 118, 'label': 'SKILL'}, {'start': 120, 'end': 126, 'label': 'SKILL'}, {'start': 207, 'end': 214, 'label': 'SKILL'}, {'start': 216, 'end': 229, 'label': 'SKILL'}, {'start': 231, 'end': 234, 'label': 'SKILL'}, {'start': 236, 'end': 245, 'label': 'SKILL'}, {'start': 247, 'end': 252, 'label': 'SKILL'}]"
"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution","[{'start': 0, 'end': 1, 'label': 'SKILL'}, {'start': 3, 'end': 4, 'label': 'SKILL'}, {'start': 15, 'end': 16, 'label': 'SKILL'}, {'start': 59, 'end': 60, 'label': 'SKILL'}, {'start': 63, 'end': 64, 'label': 'SKILL'}, {'start': 77, 'end': 78, 'label': 'SKILL'}, {'start': 90, 'end': 91, 'label': 'SKILL'}, {'start': 93, 'end': 94, 'label': 'SKILL'}, {'start': 112, 'end': 113, 'label': 'SKILL'}, {'start': 134, 'end': 135, 'label': 'SKILL'}, {'start': 138, 'end': 139, 'label': 'SKILL'}, {'start': 176, 'end': 177, 'label': 'SKILL'}]"
"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking",[]
"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",[]
"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","[{'start': 21, 'end': 22, 'label': 'SKILL'}, {'start': 26, 'end': 27, 'label': 'SKILL'}, {'start': 47, 'end': 48, 'label': 'SKILL'}, {'start': 77, 'end': 78, 'label': 'SKILL'}, {'start': 94, 'end': 95, 'label': 'SKILL'}, {'start': 108, 'end': 109, 'label': 'SKILL'}]"
"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",[]
"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",[]
"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",[]
"Responsible for developing, optimizing, and securing IT systems. Works with Wireless Security, AWS, Microservices, Reinforcement Learning, CI/CD to enhance system performance and reliability. Expected to have experience in Go, Rust, NoSQL.","[{'start': 76, 'end': 93, 'label': 'SKILL'}, {'start': 95, 'end': 98, 'label': 'SKILL'}, {'start': 100, 'end': 113, 'label': 'SKILL'}, {'start': 115, 'end': 137, 'label': 'SKILL'}, {'start': 139, 'end': 144, 'label': 'SKILL'}, {'start': 223, 'end': 225, 'label': 'SKILL'}, {'start': 227, 'end': 231, 'label': 'SKILL'}, {'start': 233, 'end': 238, 'label': 'SKILL'}]"
"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO","[{'start': 8, 'end': 10, 'label': 'SKILL'}, {'start': 72, 'end': 74, 'label': 'SKILL'}]"
"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",[]
"Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration","[{'start': 15, 'end': 28, 'label': 'SKILL'}]"
"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support","[{'start': 1, 'end': 3, 'label': 'SKILL'}, {'start': 5, 'end': 7, 'label': 'SKILL'}, {'start': 16, 'end': 18, 'label': 'SKILL'}]"
